cod_ibge;municipio;ano;pop_urb;pop_rur;pop_tot;grau_urb
3505005;Barão de Antonina;2010;1911;1202;3113;61,39
3505104;Barbosa;2010;5569;1017;6586;84,56
3505203;Bariri;2010;29947;1616;31563;94,88
3505302;Barra Bonita;2010;34509;739;35248;97,9
3505351;Barra do Chapéu;2010;1543;3698;5241;29,44
3505401;Barra do Turvo;2010;3175;4557;7732;41,06
3505500;Barretos;2010;108617;3413;112030;96,95
3505609;Barrinha;2010;28141;316;28457;98,89
3505708;Barueri;2010;240459;0;240459;100
3505807;Bastos;2010;17609;2837;20446;86,12
3505906;Batatais;2010;49903;6526;56429;88,44
3506003;Bauru;2010;337946;5749;343695;98,33
3506102;Bebedouro;2010;71501;3532;75033;95,29
3506201;Bento de Abreu;2010;2442;230;2672;91,39
3506300;Bernardino de Campos;2010;9658;1117;10775;89,63
3506359;Bertioga;2010;46687;775;47462;98,37
3506409;Bilac;2010;6473;566;7039;91,96
3506508;Birigui;2010;105362;3237;108599;97,02
3506607;Biritiba Mirim;2010;24495;4045;28540;85,83
3506706;Boa Esperança do Sul;2010;12176;1460;13636;89,29
3506805;Bocaina;2010;9994;852;10846;92,14
3506904;Bofete;2010;6119;3478;9597;63,76
3507001;Boituva;2010;45319;2858;48177;94,07
3507100;Bom Jesus dos Perdões;2010;17320;2324;19644;88,17
3507159;Bom Sucesso de Itararé;2010;2428;1140;3568;68,05
3507209;Borá;2010;627;178;805;77,89
3507308;Boracéia;2010;3823;440;4263;89,68
3507407;Borborema;2010;13084;1433;14517;90,13
3507456;Borebi;2010;1997;293;2290;87,21
3507506;Botucatu;2010;122512;4644;127156;96,35
3507605;Bragança Paulista;2010;142065;4483;146548;96,94
3507704;Braúna;2010;4385;630;5015;87,44
3507753;Brejo Alegre;2010;2108;463;2571;81,99
3507803;Brodowski;2010;20561;509;21070;97,58
3507902;Brotas;2010;18578;2978;21556;86,18
3508009;Buri;2010;14986;3569;18555;80,77
3508108;Buritama;2010;14513;891;15404;94,22
3508207;Buritizal;2010;3304;746;4050;81,58
3508306;Cabrália Paulista;2010;3779;588;4367;86,54
3508405;Cabreúva;2010;35194;6331;41525;84,75
3508504;Caçapava;2010;72452;12224;84676;85,56
3508603;Cachoeira Paulista;2010;24552;5514;30066;81,66
3508702;Caconde;2010;12638;5899;18537;68,18
3508801;Cafelândia;2010;14420;2180;16600;86,87
3508900;Caiabu;2010;3315;757;4072;81,41
3509007;Caieiras;2010;84249;2140;86389;97,52
3509106;Caiuá;2010;1927;3104;5031;38,3
3509205;Cajamar;2010;62701;1288;63989;97,99
3509254;Cajati;2010;20725;7654;28379;73,03
3509304;Cajobi;2010;9128;635;9763;93,5
3509403;Cajuru;2010;20775;2573;23348;88,98
3509452;Campina do Monte Alegre;2010;4707;857;5564;84,6
3509502;Campinas;2010;1060584;18556;1079140;98,28
3509601;Campo Limpo Paulista;2010;73981;0;73981;100
3509700;Campos do Jordão;2010;47460;298;47758;99,38
3509809;Campos Novos Paulista;2010;3526;1010;4536;77,73
3509908;Cananéia;2010;10437;1790;12227;85,36
3509957;Canas;2010;4064;314;4378;92,83
3510005;Cândido Mota;2010;28091;1788;29879;94,02
3510104;Cândido Rodrigues;2010;2153;515;2668;80,7
3510153;Canitar;2010;4130;231;4361;94,7
3510203;Capão Bonito;2010;37828;8355;46183;81,91
3510302;Capela do Alto;2010;14497;3005;17502;82,83
3510401;Capivari;2010;45844;2668;48512;94,5
3510500;Caraguatatuba;2010;96476;4158;100634;95,87
3510609;Carapicuíba;2010;369368;0;369368;100
3510708;Cardoso;2010;10728;1075;11803;90,89
3510807;Casa Branca;2010;23143;5151;28294;81,79
3510906;Cássia dos Coqueiros;2010;1796;840;2636;68,13
3511003;Castilho;2010;13565;4410;17975;75,47
3511102;Catanduva;2010;111854;906;112760;99,2
3511201;Catiguá;2010;6564;558;7122;92,17
3511300;Cedral;2010;6298;1662;7960;79,12
3511409;Cerqueira César;2010;15697;1814;17511;89,64
3511508;Cerquilho;2010;37475;2045;39520;94,83
3511607;Cesário Lange;2010;10476;5040;15516;67,52
3511706;Charqueada;2010;13670;1397;15067;90,73
3511904;Clementina;2010;6719;330;7049;95,32
3512001;Colina;2010;16217;1148;17365;93,39
3512100;Colômbia;2010;4332;1662;5994;72,27
3512209;Conchal;2010;23818;1389;25207;94,49
3512308;Conchas;2010;13187;3089;16276;81,02
3512407;Cordeirópolis;2010;18905;2143;21048;89,82
3512506;Coroados;2010;4236;995;5231;80,98
3512605;Coronel Macedo;2010;3869;1137;5006;77,29
3512704;Corumbataí;2010;2092;1781;3873;54,01
3512803;Cosmópolis;2010;54506;4183;58689;92,87
3512902;Cosmorama;2010;4946;2269;7215;68,55
3513009;Cotia;2010;200647;0;200647;100
3513108;Cravinhos;2010;30874;788;31662;97,51
3513207;Cristais Paulista;2010;5521;2058;7579;72,85
3513306;Cruzália;2010;1512;765;2277;66,4
3513405;Cruzeiro;2010;75047;1962;77009;97,45
3513504;Cubatão;2010;118629;0;118629;100
3513603;Cunha;2010;12173;9703;21876;55,65
3513702;Descalvado;2010;27696;3342;31038;89,23
3513801;Diadema;2010;385838;0;385838;100
3513850;Dirce Reis;2010;1278;410;1688;75,71
3513900;Divinolândia;2010;7505;3710;11215;66,92
3514007;Dobrada;2010;7754;177;7931;97,77
3514106;Dois Córregos;2010;23427;1314;24741;94,69
3514205;Dolcinópolis;2010;1949;147;2096;92,99
3514304;Dourado;2010;7869;740;8609;91,4
3514403;Dracena;2010;39924;3310;43234;92,34
3514502;Duartina;2010;10999;1254;12253;89,77
3514601;Dumont;2010;7838;288;8126;96,46
3514700;Echaporã;2010;5035;1287;6322;79,64
3514809;Eldorado;2010;7203;7434;14637;49,21
3514908;Elias Fausto;2010;12544;3214;15758;79,6
3514924;Elisiário;2010;2853;262;3115;91,59
3514957;Embaúba;2010;2060;363;2423;85,02
3515004;Embu;2010;239939;0;239939;100
3515103;Embu-Guaçu;2010;61045;1673;62718;97,33
3515129;Emilianópolis;2010;2496;523;3019;82,68
3515152;Engenheiro Coelho;2010;11455;4207;15662;73,14
3515186;Espírito Santo do Pinhal;2010;37234;4661;41895;88,87
3515194;Espírito Santo do Turvo;2010;3626;613;4239;85,54
3515202;Estrela d'Oeste;2010;6831;1377;8208;83,22
3515301;Estrela do Norte;2010;2099;559;2658;78,97
3515350;Euclides da Cunha Paulista;2010;6114;3476;9590;63,75
3515400;Fartura;2010;12236;3081;15317;79,89
3515509;Fernandópolis;2010;62689;1981;64670;96,94
3515608;Fernando Prestes;2010;4697;836;5533;84,89
3515657;Fernão;2010;849;713;1562;54,35
3515707;Ferraz de Vasconcelos;2010;160530;7542;168072;95,51
3515806;Flora Rica;2010;1420;335;1755;80,91
3515905;Floreal;2010;2441;564;3005;81,23
3516002;Flórida Paulista;2010;10124;2708;12832;78,9
3516101;Florínia;2010;2514;317;2831;88,8
3516200;Franca;2010;312780;5589;318369;98,24
3516309;Francisco Morato;2010;153973;314;154287;99,8
3516408;Franco da Rocha;2010;121046;10343;131389;92,13
3516507;Gabriel Monteiro;2010;2257;451;2708;83,35
3516606;Gália;2010;5230;1788;7018;74,52
3516705;Garça;2010;39192;3923;43115;90,9
3516804;Gastão Vidigal;2010;3752;436;4188;89,59
3516853;Gavião Peixoto;2010;3573;843;4416;80,91
3516903;General Salgado;2010;9085;1585;10670;85,15
3517000;Getulina;2010;8332;2430;10762;77,42
3517109;Glicério;2010;3361;1203;4564;73,64
3517208;Guaiçara;2010;9682;975;10657;90,85
3517307;Guaimbê;2010;4738;685;5423;87,37
3517406;Guaíra;2010;36036;1344;37380;96,4
3517505;Guapiaçu;2010;15774;2060;17834;88,45
3517604;Guapiara;2010;7239;10773;18012;40,19
3517703;Guará;2010;19215;635;19850;96,8
3517802;Guaraçai;2010;6657;1782;8439;78,88
3517901;Guaraci;2010;8918;1048;9966;89,48
3518008;Guarani d'Oeste;2010;1735;235;1970;88,07
3518107;Guarantã;2010;5461;942;6403;85,29
3518206;Guararapes;2010;28304;2278;30582;92,55
3518305;Guararema;2010;22209;3599;25808;86,05
3518404;Guaratinguetá;2010;106697;5307;112004;95,26
3518503;Guareí;2010;8388;6134;14522;57,76
3518602;Guariba;2010;34710;737;35447;97,92
3518701;Guarujá;2010;290470;56;290526;99,98
3518800;Guarulhos;2010;1220653;0;1220653;100
3518859;Guatapará;2010;5112;1849;6961;73,44
3518909;Guzolândia;2010;4018;732;4750;84,59
3519006;Herculândia;2010;7916;774;8690;91,09
3519055;Holambra;2010;8154;3103;11257;72,43
3519071;Hortolândia;2010;192317;0;192317;100
3519105;Iacanga;2010;8712;1285;9997;87,15
3519204;Iacri;2010;5052;1370;6422;78,67
3519253;Iaras;2010;2820;3517;6337;44,5
3519303;Ibaté;2010;29472;1224;30696;96,01
3519402;Ibirá;2010;10033;850;10883;92,19
3519501;Ibirarema;2010;6204;512;6716;92,38
3519600;Ibitinga;2010;51001;2099;53100;96,05
3519709;Ibiúna;2010;24912;46245;71157;35,01
3519808;Icém;2010;6399;1057;7456;85,82
3519907;Iepê;2010;6770;855;7625;88,79
3520004;Igaraçu do Tietê;2010;23222;134;23356;99,43
3520103;Igarapava;2010;26345;1589;27934;94,31
3520202;Igaratá;2010;7001;1825;8826;79,32
3520301;Iguape;2010;24677;4152;28829;85,6
3520400;Ilhabela;2010;27931;194;28125;99,31
3520426;Ilha Comprida;2010;9003;0;9003;100
3520442;Ilha Solteira;2010;23512;1543;25055;93,84
3520509;Indaiatuba;2010;199067;2022;201089;98,99
3520608;Indiana;2010;4128;698;4826;85,54
3520707;Indiaporã;2010;3380;524;3904;86,58
3520806;Inúbia Paulista;2010;3174;453;3627;87,51
3520905;Ipaussu;2010;12579;1074;13653;92,13
3521002;Iperó;2010;17400;10798;28198;61,71
3521101;Ipeúna;2010;5164;836;6000;86,07
3521150;Ipiguá;2010;2692;1762;4454;60,44
3521200;Iporanga;2010;2402;1899;4301;55,85
3521309;Ipuã;2010;13542;585;14127;95,86
3521408;Iracemápolis;2010;19575;412;19987;97,94
3521507;Irapuã;2010;6485;785;7270;89,2
3521606;Irapuru;2010;5505;2281;7786;70,7
3521705;Itaberá;2010;12145;5722;17867;67,97
3521804;Itaí;2010;18832;5150;23982;78,53
3521903;Itajobi;2010;12139;2414;14553;83,41
3522000;Itaju;2010;2357;883;3240;72,75
3522109;Itanhaém;2010;86105;814;86919;99,06
3522158;Itaóca;2010;1760;1468;3228;54,52
3522208;Itapecerica da Serra;2010;151144;1263;152407;99,17
3522307;Itapetininga;2010;130898;13311;144209;90,77
3522406;Itapeva;2010;73921;13790;87711;84,28
3522505;Itapevi;2010;200415;0;200415;100
3522604;Itapira;2010;63534;4958;68492;92,76
3522653;Itapirapuã Paulista;2010;1891;1986;3877;48,77
3522703;Itápolis;2010;36307;3724;40031;90,7
3522802;Itaporanga;2010;11031;3516;14547;75,83
3522901;Itapuí;2010;11615;542;12157;95,54
3523008;Itapura;2010;3478;874;4352;79,92
3523107;Itaquaquecetuba;2010;321329;0;321329;100
3523206;Itararé;2010;44259;3663;47922;92,36
3523305;Itariri;2010;9869;5586;15455;63,86
3523404;Itatiba;2010;85507;15776;101283;84,42
3523503;Itatinga;2010;16399;1630;18029;90,96
3523602;Itirapina;2010;13978;1521;15499;90,19
3523701;Itirapuã;2010;4926;984;5910;83,35
3523800;Itobi;2010;6799;746;7545;90,11
3523909;Itu;2010;144113;9867;153980;93,59
3524006;Itupeva;2010;38780;5878;44658;86,84
3524105;Ituverava;2010;36410;2264;38674;94,15
3524204;Jaborandi;2010;6165;426;6591;93,54
3524303;Jaboticabal;2010;69491;2134;71625;97,02
3524402;Jacareí;2010;208125;2915;211040;98,62
3524501;Jaci;2010;4858;784;5642;86,1
3524600;Jacupiranga;2010;9368;7839;17207;54,44
3524709;Jaguariúna;2010;42888;1274;44162;97,12
3524808;Jales;2010;44232;2773;47005;94,1
3524907;Jambeiro;2010;2555;2781;5336;47,88
3525003;Jandira;2010;108195;0;108195;100
3525102;Jardinópolis;2010;36080;1517;37597;95,97
3525201;Jarinu;2010;18377;5403;23780;77,28
3525300;Jaú;2010;126778;4092;130870;96,87
3525409;Jeriquara;2010;2607;554;3161;82,47
3525508;Joanópolis;2010;11756;0;11756;100
3525607;João Ramalho;2010;3540;607;4147;85,36
3525706;José Bonifácio;2010;29651;3076;32727;90,6
3525805;Júlio Mesquita;2010;4212;216;4428;95,12
3525854;Jumirim;2010;1620;1172;2792;58,02
3525904;Jundiaí;2010;353806;15904;369710;95,7
3526001;Junqueirópolis;2010;15387;3324;18711;82,24
3526100;Juquiá;2010;12145;7111;19256;63,07
3526209;Juquitiba;2010;22225;6492;28717;77,39
3526308;Lagoinha;2010;3139;1703;4842;64,83
3526407;Laranjal Paulista;2010;22587;2636;25223;89,55
3526506;Lavínia;2010;4266;4474;8740;48,81
3526605;Lavrinhas;2010;6044;541;6585;91,78
3526704;Leme;2010;89766;1892;91658;97,94
3526803;Lençóis Paulista;2010;59996;1376;61372;97,76
3526902;Limeira;2010;267556;8230;275786;97,02
3527009;Lindóia;2010;6699;0;6699;100
3527108;Lins;2010;70551;834;71385;98,83
3527207;Lorena;2010;80135;2363;82498;97,14
3527256;Lourdes;2010;1743;384;2127;81,95
3527306;Louveira;2010;35564;1425;36989;96,15
3527405;Lucélia;2010;17207;2661;19868;86,61
3527504;Lucianópolis;2010;1779;469;2248;79,14
3527603;Luís Antônio;2010;10859;384;11243;96,58
3527702;Luiziânia;2010;4605;418;5023;91,68
3527801;Lupércio;2010;3864;488;4352;88,79
3527900;Lutécia;2010;2159;556;2715;79,52
3528007;Macatuba;2010;15772;483;16255;97,03
3528106;Macaubal;2010;6771;890;7661;88,38
3528205;Macedônia;2010;2778;887;3665;75,8
3528304;Magda;2010;2657;545;3202;82,98
3528403;Mairinque;2010;34668;8527;43195;80,26
3528502;Mairiporã;2010;70574;10181;80755;87,39
3528601;Manduri;2010;7773;1213;8986;86,5
3528700;Marabá Paulista;2010;2137;2664;4801;44,51
3528809;Maracaí;2010;12082;1247;13329;90,64
3528858;Marapoama;2010;2196;433;2629;83,53
3528908;Mariápolis;2010;3136;779;3915;80,1
3529005;Marília;2010;206860;9716;216576;95,51
3529104;Marinópolis;2010;1672;442;2114;79,09
3529203;Martinópolis;2010;20328;3875;24203;83,99
3529302;Matão;2010;75335;1408;76743;98,17
3529401;Mauá;2010;416585;0;416585;100
3529500;Mendonça;2010;3786;846;4632;81,74
3529609;Meridiano;2010;2675;1181;3856;69,37
3529658;Mesópolis;2010;1468;418;1886;77,84
3529708;Miguelópolis;2010;19254;1185;20439;94,2
3529807;Mineiros do Tietê;2010;11495;538;12033;95,53
3529906;Miracatu;2010;10593;10013;20606;51,41
3530003;Mira Estrela;2010;1880;938;2818;66,71
3530102;Mirandópolis;2010;24443;3027;27470;88,98
3530201;Mirante do Paranapanema;2010;10041;7011;17052;58,88
3530300;Mirassol;2010;52386;1358;53744;97,47
3530409;Mirassolândia;2010;3488;802;4290;81,31
3530508;Mococa;2010;61143;5141;66284;92,24
3530607;Mogi das Cruzes;2010;356835;30425;387260;92,14
3530706;Mogi-Guaçu;2010;130187;6944;137131;94,94
3530805;Moji Mirim;2010;80905;5557;86462;93,57
3530904;Mombuca;2010;2684;581;3265;82,21
3531001;Monções;2010;1835;296;2131;86,11
3531100;Mongaguá;2010;45984;202;46186;99,56
3531209;Monte Alegre do Sul;2010;4087;3058;7145;57,2
3531308;Monte Alto;2010;44518;2098;46616;95,5
3531407;Monte Aprazível;2010;19776;1940;21716;91,07
3531506;Monte Azul Paulista;2010;17718;1218;18936;93,57
3531605;Monte Castelo;2010;3211;852;4063;79,03
3531704;Monteiro Lobato;2010;1776;2340;4116;43,15
3531803;Monte Mor;2010;45875;2964;48839;93,93
3531902;Morro Agudo;2010;27875;1208;29083;95,85
3532009;Morungaba;2010;10036;1716;11752;85,4
3532058;Motuca;2010;3105;1181;4286;72,45
3532108;Murutinga do Sul;2010;2572;1612;4184;61,47
3532157;Nantes;2010;2427;276;2703;89,79
3532207;Narandiba;2010;3101;1182;4283;72,4
3532306;Natividade da Serra;2010;2789;3891;6680;41,75
3532405;Nazaré Paulista;2010;13896;2500;16396;84,75
3532504;Neves Paulista;2010;7917;856;8773;90,24
3532603;Nhandeara;2010;8684;2036;10720;81,01
3532702;Nipoã;2010;3788;476;4264;88,84
3532801;Nova Aliança;2010;4873;1008;5881;82,86
3532827;Nova Campina;2010;5755;2749;8504;67,67
3532843;Nova Canaã Paulista;2010;881;1236;2117;41,62
3532868;Nova Castilho;2010;745;379;1124;66,28
3532900;Nova Europa;2010;8607;674;9281;92,74
3533007;Nova Granada;2010;17757;1404;19161;92,67
3533106;Nova Guataporanga;2010;1889;287;2176;86,81
3533205;Nova Independência;2010;2438;620;3058;79,73
3533254;Novais;2010;4168;410;4578;91,04
3533304;Nova Lusitânia;2010;3082;353;3435;89,72
3533403;Nova Odessa;2010;50324;834;51158;98,37
3533502;Novo Horizonte;2010;34014;2542;36556;93,05
3533601;Nuporanga;2010;6181;632;6813;90,72
3533700;Ocauçu;2010;3324;839;4163;79,85
3533809;Óleo;2010;1765;911;2676;65,96
3533908;Olímpia;2010;47211;2778;49989;94,44
3534005;Onda Verde;2010;3040;840;3880;78,35
3534104;Oriente;2010;5693;402;6095;93,4
3534203;Orindiúva;2010;5209;451;5660;92,03
3534302;Orlândia;2010;38724;1024;39748;97,42
3534401;Osasco;2010;666621;0;666621;100
3534500;Oscar Bressane;2010;2099;438;2537;82,74
3534609;Osvaldo Cruz;2010;27772;3134;30906;89,86
3534708;Ourinhos;2010;100296;2659;102955;97,42
3534757;Ouroeste;2010;7528;857;8385;89,78
3534807;Ouro Verde;2010;7170;624;7794;91,99
3534906;Pacaembu;2010;9741;3479;13220;73,68
3535002;Palestina;2010;9173;1860;11033;83,14
3535101;Palmares Paulista;2010;10596;314;10910;97,12
3535200;Palmeira d'Oeste;2010;7273;2317;9590;75,84
3535309;Palmital;2010;19423;1759;21182;91,7
3535408;Panorama;2010;14157;418;14575;97,13
3535507;Paraguaçu Paulista;2010;38293;3962;42255;90,62
3535606;Paraibuna;2010;5241;12144;17385;30,15
3535705;Paraíso;2010;5184;710;5894;87,95
3535804;Paranapanema;2010;14461;3327;17788;81,3
3535903;Paranapuã;2010;3392;421;3813;88,96
3536000;Parapuã;2010;8898;1948;10846;82,04
3536109;Pardinho;2010;4383;1191;5574;78,63
3536208;Pariquera-Açu;2010;12656;5783;18439;68,64
3536257;Parisi;2010;1642;389;2031;80,85
3536307;Patrocínio Paulista;2010;10488;2498;12986;80,76
3536406;Paulicéia;2010;5263;1067;6330;83,14
3536505;Paulínia;2010;81749;76;81825;99,91
3536570;Paulistânia;2010;1212;567;1779;68,13
3536604;Paulo de Faria;2010;7749;839;8588;90,23
3536703;Pederneiras;2010;38552;2902;41454;93
3536802;Pedra Bela;2010;1440;4339;5779;24,92
3536901;Pedranópolis;2010;1592;967;2559;62,21
3537008;Pedregulho;2010;11579;4115;15694;73,78
3537107;Pedreira;2010;41152;349;41501;99,16
3537156;Pedrinhas Paulista;2010;2479;460;2939;84,35
3537206;Pedro de Toledo;2010;7027;3168;10195;68,93
3537305;Penápolis;2010;55850;2627;58477;95,51
3537404;Pereira Barreto;2010;23236;1727;24963;93,08
3537503;Pereiras;2010;4971;2472;7443;66,79
3537602;Peruíbe;2010;59031;667;59698;98,88
3537701;Piacatu;2010;4658;623;5281;88,2
3537800;Piedade;2010;23752;28374;52126;45,57
3537909;Pilar do Sul;2010;20731;5654;26385;78,57
3538006;Pindamonhangaba;2010;141527;5280;146807;96,4
3538105;Pindorama;2010;14219;803;15022;94,65
3538204;Pinhalzinho;2010;6446;6640;13086;49,26
3538303;Piquerobi;2010;2669;868;3537;75,46
3538501;Piquete;2010;13220;896;14116;93,65
3538600;Piracaia;2010;25101;0;25101;100
3538709;Piracicaba;2010;356440;7821;364261;97,85
3538808;Piraju;2010;25600;2870;28470;89,92
3538907;Pirajuí;2010;18482;4199;22681;81,49
3539004;Pirangi;2010;9524;1094;10618;89,7
3539103;Pirapora do Bom Jesus;2010;15702;0;15702;100
3539202;Pirapozinho;2010;23440;1231;24671;95,01
3539301;Pirassununga;2010;64175;5861;70036;91,63
3539400;Piratininga;2010;10341;1718;12059;85,75
3539509;Pitangueiras;2010;33912;1358;35270;96,15
3539608;Planalto;2010;3760;696;4456;84,38
3539707;Platina;2010;2511;678;3189;78,74
3539806;Poá;2010;104250;1674;105924;98,42
3539905;Poloni;2010;4798;592;5390;89,02
3540002;Pompéia;2010;18559;1389;19948;93,04
3540101;Pongaí;2010;2927;556;3483;84,04
3540200;Pontal;2010;39392;750;40142;98,13
3540259;Pontalinda;2010;3377;692;4069;82,99
3540309;Pontes Gestal;2010;2123;395;2518;84,31
3540408;Populina;2010;3414;811;4225;80,8
3540507;Porangaba;2010;4012;4298;8310;48,28
3540606;Porto Feliz;2010;41072;7792;48864;84,05
3540705;Porto Ferreira;2010;50445;921;51366;98,21
3540754;Potim;2010;14666;4674;19340;75,83
3540804;Potirendaba;2010;13870;1563;15433;89,87
3540853;Pracinha;2010;1361;1481;2842;47,89
3540903;Pradópolis;2010;16060;1274;17334;92,65
3541000;Praia Grande;2010;261391;0;261391;100
3541059;Pratânia;2010;3480;1113;4593;75,77
3541109;Presidente Alves;2010;3433;692;4125;83,22
3541208;Presidente Bernardes;2010;10507;3072;13579;77,38
3541307;Presidente Epitácio;2010;38529;2772;41301;93,29
3541406;Presidente Prudente;2010;203217;4232;207449;97,96
3541505;Presidente Venceslau;2010;36267;1638;37905;95,68
3541604;Promissão;2010;30035;5598;35633;84,29
3541653;Quadra;2010;827;2404;3231;25,6
3541703;Quatá;2010;12002;787;12789;93,85
3541802;Queiroz;2010;2380;422;2802;84,94
3541901;Queluz;2010;9259;2030;11289;82,02
3542008;Quitana;2010;5489;510;5999;91,5
3542107;Rafard;2010;7589;1021;8610;88,14
3542206;Rancharia;2010;25828;2976;28804;89,67
3542305;Redenção da Serra;2010;2214;1660;3874;57,15
3542404;Regente Feijó;2010;17037;1444;18481;92,19
3542503;Reginópolis;2010;4347;2950;7297;59,57
3542602;Registro;2010;48165;6092;54257;88,77
3542701;Restinga;2010;5172;1406;6578;78,63
3542800;Ribeira;2010;1236;2123;3359;36,8
3542909;Ribeirão Bonito;2010;11213;914;12127;92,46
3543006;Ribeirão Branco;2010;9305;8987;18292;50,87
3543105;Ribeirão Corrente;2010;3395;875;4270;79,51
3543204;Ribeirão do Sul;2010;3295;1151;4446;74,11
3543238;Ribeirão dos Índios;2010;1850;337;2187;84,59
3543253;Ribeirão Grande;2010;2344;5078;7422;31,58
3543303;Ribeirão Pires;2010;112994;0;112994;100
3543402;Ribeirão Preto;2010;602061;1713;603774;99,72
3543501;Riversul;2010;4498;1673;6171;72,89
3543600;Rifaina;2010;3007;428;3435;87,54
3543709;Rincão;2010;8459;1954;10413;81,23
3543808;Rinópolis;2010;8639;1299;9938;86,93
3543907;Rio Claro;2010;181566;4529;186095;97,57
3544004;Rio das Pedras;2010;28508;937;29445;96,82
3544103;Rio Grande da Serra;2010;43912;0;43912;100
3544202;Riolândia;2010;8351;2205;10556;79,11
3544251;Rosana;2010;15885;3840;19725;80,53
3544301;Roseira;2010;9107;483;9590;94,96
3544400;Rubiácea;2010;1561;1164;2725;57,28
3544509;Rubinéia;2010;2353;507;2860;82,27
3544608;Sabino;2010;4573;642;5215;87,69
3544707;Sagres;2010;1819;576;2395;75,95
3544806;Sales;2010;4900;543;5443;90,02
3544905;Sales Oliveira;2010;9559;998;10557;90,55
3545001;Salesópolis;2010;9947;5677;15624;63,66
3545100;Salmourão;2010;4317;497;4814;89,68
3545159;Saltinho;2010;5881;1166;7047;83,45
3545209;Salto;2010;104666;741;105407;99,3
3545308;Salto de Pirapora;2010;31428;8659;40087;78,4
3545407;Salto Grande;2010;7930;854;8784;90,28
3545506;Sandovalina;2010;2577;1116;3693;69,78
3545605;Santa Adélia;2010;13552;773;14325;94,6
3545704;Santa Albertina;2010;4890;832;5722;85,46
3545803;Santa Bárbara d'Oeste;2010;178512;1412;179924;99,22
3546009;Santa Branca;2010;12135;1622;13757;88,21
3546108;Santa Clara d'Oeste;2010;1571;513;2084;75,38
3546207;Santa Cruz da Conceição;2010;2705;1293;3998;67,66
3546256;Santa Cruz da Esperança;2010;1322;630;1952;67,73
3546306;Santa Cruz das Palmeiras;2010;28962;931;29893;96,89
3546405;Santa Cruz do Rio Pardo;2010;40130;3765;43895;91,42
3546504;Santa Ernestina;2010;5146;423;5569;92,4
3546603;Santa Fé do Sul;2010;28065;1150;29215;96,06
3546702;Santa Gertrudes;2010;21350;229;21579;98,94
3546801;Santa Isabel;2010;39544;10849;50393;78,47
3546900;Santa Lucia;2010;7751;494;8245;94,01
3547007;Santa Maria da Serra;2010;4766;640;5406;88,16
3547106;Santa Mercedes;2010;2458;373;2831;86,82
3547205;Santana da Ponte Pensa;2010;1098;545;1643;66,83
3547304;Santana de Parnaíba;2010;108474;0;108474;100
3547403;Santa Rita d'Oeste;2010;1774;770;2544;69,73
3547502;Santa Rita do Passa Quatro;2010;23698;2777;26475;89,51
3547601;Santa Rosa do Viterbo;2010;22727;1114;23841;95,33
3547650;Santa Salete;2010;818;628;1446;56,57
3547700;Santo Anastácio;2010;19082;1395;20477;93,19
3547809;Santo André;2010;676177;0;676177;100
3547908;Santo Antonio da Alegria;2010;4665;1634;6299;74,06
3548005;Santo Antonio da Posse;2010;18814;1814;20628;91,21
3548054;Santo Antonio do Aracanguá;2010;5966;1654;7620;78,29
3548104;Santo Antonio do Jardim;2010;3533;2412;5945;59,43
3548203;Santo Antonio do Pinhal;2010;3854;2631;6485;59,43
3548302;Santo Expedito;2010;2476;325;2801;88,4
3548401;Santópolis do Aguapeí;2010;4129;144;4273;96,63
3548500;Santos;2010;419074;314;419388;99,93
3548609;São Bento do Sapucaí;2010;5040;5427;10467;48,15
3548708;São Bernardo do Campo;2010;752126;12796;764922;98,33
3548807;São Caetano do Sul;2010;149185;0;149185;100
3548906;São Carlos;2010;212813;8879;221692;95,99
3549003;São Francisco;2010;2168;626;2794;77,59
3549102;São João da Boa Vista;2010;80250;3335;83585;96,01
3549201;São João das Duas Pontes;2010;1962;605;2567;76,43
3549250;São João de Iracema;2010;1451;328;1779;81,56
3549300;São João do Pau d'Alho;2010;1706;398;2104;81,08
3549409;São Joaquim da Barra;2010;45636;833;46469;98,21
3549508;São José da Bela Vista;2010;7482;921;8403;89,04
3549607;São José do Barreiro;2010;2870;1208;4078;70,38
3549706;São José do Rio Pardo;2010;45946;5939;51885;88,55
3549805;São José do Rio Preto;2010;383075;24741;407816;93,93
3549904;São José dos Campos;2010;616308;12798;629106;97,97
3549953;São Lourenço da Serra;2010;12704;1253;13957;91,02
3550001;São Luís do Paraitinga;2010;6180;4217;10397;59,44
3550100;São Manuel;2010;37398;929;38327;97,58
3550209;São Miguel Arcanjo;2010;21499;9946;31445;68,37
3550308;São Paulo;2010;11144892;101091;11245983;99,1
3550407;São Pedro;2010;26579;5050;31629;84,03
3550506;São Pedro do Turvo;2010;5148;2047;7195;71,55
3550605;São Roque;2010;71388;7323;78711;90,7
3550704;São Sebastião;2010;72962;831;73793;98,87
3550803;São Sebastião da Grama;2010;7973;4129;12102;65,88
3550902;São Simão;2010;12923;1417;14340;90,12
3551009;São Vicente;2010;331565;628;332193;99,81
3551108;Sarapuí;2010;6638;2378;9016;73,62
3551207;Sarutaiá;2010;2958;665;3623;81,65
3551306;Sebastianópolis do Sul;2010;2344;683;3027;77,44
3551405;Serra Azul;2010;7989;3228;11217;71,22
3551504;Serrana;2010;38410;411;38821;98,94
