cod_ibge;municipio;ano;pop_urb;pop_rur;pop_tot;grau_urb
3516408;Franco da Rocha;2005;110033;9932;119965;91,72
3516507;Gabriel Monteiro;2005;2148;565;2713;79,17
3516606;Gália;2005;5400;2064;7464;72,35
3516705;Garça;2005;37746;5555;43301;87,17
3516804;Gastão Vidigal;2005;3316;547;3863;85,84
3516853;Gavião Peixoto;2005;3124;1161;4285;72,91
3516903;General Salgado;2005;8888;1865;10753;82,66
3517000;Getulina;2005;7923;2671;10594;74,79
3517109;Glicério;2005;3224;1272;4496;71,71
3517208;Guaiçara;2005;8817;1091;9908;88,99
3517307;Guaimbê;2005;4492;863;5355;83,88
3517406;Guaíra;2005;34069;2012;36081;94,42
3517505;Guapiaçu;2005;13652;2233;15885;85,94
3517604;Guapiara;2005;7378;11734;19112;38,6
3517703;Guará;2005;18565;847;19412;95,64
3517802;Guaraçai;2005;6663;2051;8714;76,46
3517901;Guaraci;2005;8094;1261;9355;86,52
3518008;Guarani d'Oeste;2005;1733;250;1983;87,39
3518107;Guarantã;2005;5126;1258;6384;80,29
3518206;Guararapes;2005;27168;2587;29755;91,31
3518305;Guararema;2005;19801;4185;23986;82,55
3518404;Guaratinguetá;2005;102683;5827;108510;94,63
3518503;Guareí;2005;7130;5229;12359;57,69
3518602;Guariba;2005;32358;884;33242;97,34
3518701;Guarujá;2005;278098;68;278166;99,98
3518800;Guarulhos;2005;1129601;18950;1148551;98,35
3518859;Guatapará;2005;4599;2077;6676;68,89
3518909;Guzolândia;2005;3676;863;4539;80,99
3519006;Herculândia;2005;7343;1023;8366;87,77
3519055;Holambra;2005;5680;3572;9252;61,39
3519071;Hortolândia;2005;172472;0;172472;100
3519105;Iacanga;2005;7847;1278;9125;85,99
3519204;Iacri;2005;4914;1681;6595;74,51
3519253;Iaras;2005;2307;2364;4671;49,39
3519303;Ibaté;2005;27147;1385;28532;95,15
3519402;Ibirá;2005;9118;1017;10135;89,97
3519501;Ibirarema;2005;5615;583;6198;90,59
3519600;Ibitinga;2005;47231;2560;49791;94,86
3519709;Ibiúna;2005;22951;45287;68238;33,63
3519808;Icém;2005;6062;1052;7114;85,21
3519907;Iepê;2005;6352;1102;7454;85,22
3520004;Igaraçu do Tietê;2005;22789;258;23047;98,88
3520103;Igarapava;2005;25137;1800;26937;93,32
3520202;Igaratá;2005;6402;2219;8621;74,26
3520301;Iguape;2005;23227;5167;28394;81,8
3520400;Ilhabela;2005;24195;219;24414;99,1
3520426;Ilha Comprida;2005;7811;0;7811;100
3520442;Ilha Solteira;2005;23342;1266;24608;94,86
3520509;Indaiatuba;2005;171626;2202;173828;98,73
3520608;Indiana;2005;4092;811;4903;83,46
3520707;Indiaporã;2005;3285;712;3997;82,19
3520806;Inúbia Paulista;2005;2960;511;3471;85,28
3520905;Ipaussu;2005;11769;1368;13137;89,59
3521002;Iperó;2005;15273;7916;23189;65,86
3521101;Ipeúna;2005;4194;969;5163;81,23
3521150;Ipiguá;2005;2281;1685;3966;57,51
3521200;Iporanga;2005;2231;2220;4451;50,12
3521309;Ipuã;2005;12298;752;13050;94,24
3521408;Iracemápolis;2005;16983;695;17678;96,07
3521507;Irapuã;2005;5929;1028;6957;85,22
3521606;Irapuru;2005;5568;2097;7665;72,64
3521705;Itaberá;2005;11571;6932;18503;62,54
3521804;Itaí;2005;17816;4742;22558;78,98
3521903;Itajobi;2005;11467;2960;14427;79,48
3522000;Itaju;2005;1964;984;2948;66,62
3522109;Itanhaém;2005;78834;834;79668;98,95
3522158;Itaóca;2005;1948;1321;3269;59,59
3522208;Itapecerica da Serra;2005;138705;3435;142140;97,58
3522307;Itapetininga;2005;120821;14601;135422;89,22
3522406;Itapeva;2005;67071;18982;86053;77,94
3522505;Itapevi;2005;181280;0;181280;100
3522604;Itapira;2005;60847;5249;66096;92,06
3522653;Itapirapuã Paulista;2005;1765;2012;3777;46,73
3522703;Itápolis;2005;34122;4921;39043;87,4
3522802;Itaporanga;2005;10441;4077;14518;71,92
3522901;Itapuí;2005;10493;766;11259;93,2
3523008;Itapura;2005;3400;670;4070;83,54
3523107;Itaquaquecetuba;2005;297461;0;297461;100
3523206;Itararé;2005;43480;4176;47656;91,24
3523305;Itariri;2005;8563;5987;14550;58,85
3523404;Itatiba;2005;74828;16521;91349;81,91
3523503;Itatinga;2005;14877;1859;16736;88,89
3523602;Itirapina;2005;12461;1753;14214;87,67
3523701;Itirapuã;2005;4621;1074;5695;81,14
3523800;Itobi;2005;6487;1047;7534;86,1
3523909;Itu;2005;133458;11511;144969;92,06
3524006;Itupeva;2005;27259;7805;35064;77,74
3524105;Ituverava;2005;35275;2370;37645;93,7
3524204;Jaborandi;2005;6000;499;6499;92,32
3524303;Jaboticabal;2005;66543;3299;69842;95,28
3524402;Jacareí;2005;195251;6383;201634;96,83
3524501;Jaci;2005;3791;1087;4878;77,72
3524600;Jacupiranga;2005;9675;7530;17205;56,23
3524709;Jaguariúna;2005;34547;2205;36752;94
3524808;Jales;2005;43240;3497;46737;92,52
3524907;Jambeiro;2005;2220;2466;4686;47,38
3525003;Jandira;2005;100414;0;100414;100
3525102;Jardinópolis;2005;31774;2342;34116;93,14
3525201;Jarinu;2005;14565;5828;20393;71,42
3525300;Jaú;2005;116333;5127;121460;95,78
3525409;Jeriquara;2005;2555;683;3238;78,91
3525508;Joanópolis;2005;11094;0;11094;100
3525607;João Ramalho;2005;3293;692;3985;82,63
3525706;José Bonifácio;2005;27131;3667;30798;88,09
3525805;Júlio Mesquita;2005;4023;313;4336;92,78
3525854;Jumirim;2005;1329;1168;2497;53,22
3525904;Jundiaí;2005;325433;21270;346703;93,87
3526001;Junqueirópolis;2005;14361;3509;17870;80,36
3526100;Juquiá;2005;12259;7868;20127;60,91
3526209;Juquitiba;2005;19612;8263;27875;70,36
3526308;Lagoinha;2005;3012;1890;4902;61,44
3526407;Laranjal Paulista;2005;20974;2764;23738;88,36
3526506;Lavínia;2005;4197;2745;6942;60,46
3526605;Lavrinhas;2005;5656;643;6299;89,79
3526704;Leme;2005;83479;2947;86426;96,59
3526803;Lençóis Paulista;2005;55975;2409;58384;95,87
